hasher,source,e_label,e2_label,e3_label,ra_label,ita,s_label,s_label_mean,s_label_count,c_label,Agreement,Difficulty,Case ID,Qualified Reads,Origin,Reads 1 [qualified],Weight 1 [qualified],Reads 2 [qualified],Reads 6 [qualified],Weight 2 [qualified],Weight 6 [qualified],Reads none [qualified],Weight none [qualified],Reads 3 [qualified],Weight 3 [qualified],Reads 4 [qualified],Reads 5 [qualified],Weight 4 [qualified],Weight 5 [qualified],Comments,Majority Label
f41e5463c07963dce551778b65094df3.jpg,Book - Taylor and Kellys Dermatology for Skin of Color (Taylor 2016),5.0,5,5,5,6.0,5.0,4.897849462365591,558,6.0,0.645,0.643,6201479,42,"Book - Taylor and Kellys Dermatology for Skin of Color (Taylor 2016)_Atopic dermatitis with erythema, lichenification, and focal depigmentation.jpg",,,,27.0,,17.23,,,,,,15.0,,9.48,,['6']
7bb1c5d11b9b950726bf4b01af3b0fcc.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),4.0,4,4,4,5.0,5.0,4.192170818505338,562,4.0,0.525,0.485,6201325,33,Book - Fitzpatricks dermatology in general medicine (Wolff 2008)_Plantar lesions of secondary syphilis.png,,,1.0,,0.52,,,,5.0,3.09,17.0,10.0,10.86,6.21,,['4']
231c56cdc3c54de575830306a9b2102c.jpg,Book - Clinical dermatology (Habif 2010),5.0,6,6,6,5.0,6.0,5.313769751693003,443,6.0,0.784,0.86,6201002,43,Book - Clinical dermatology (Habif 2010)_Secondary syphilis (1).png,,,,34.0,,20.8,3.0,1.78,,,,6.0,,3.94,,['6']
fd9ce101be5e67551a9ba018bd37eb05.jpg,Book - Dermatology (Bolognia 2018),3.0,2,4,2,3.0,2.0,2.4988505747126437,435,3.0,0.594,0.438,6201265,16,Book - Dermatology (Bolognia 2018)_Pityriasis rosea 3.png,,,5.0,,2.92,,,,9.0,5.87,2.0,,1.1,,,['3']
24ec65406eba5ff5adbcf8b0bbcee946.jpg,Book - Andrews Diseases of the Skin (James 2020),4.0,4,4,4,3.0,4.0,4.017452006980803,573,5.0,0.469,0.56,6201001,25,Book - Andrews Diseases of the Skin (James 2020)_Lichen planus (13).png,,,,,,,,,2.0,1.21,11.0,12.0,7.18,7.4,,['5']
f408e907c34be8f208ee6d669d3883cb.jpg,Book - Clinical dermatology (Habif 2010),3.0,4,2,3,2.0,3.0,2.5576470588235294,425,3.0,0.378,0.625,6201115,16,Book - Clinical dermatology (Habif 2010)_Lichen planus (2).png,4.0,2.65,4.0,,2.37,,,,6.0,3.72,2.0,,1.11,,,['3']
daa73511020ec226d24ba6758668c79f.jpg,Book - Dermatology atlas for skin of color (Jackson-Richards 2014),5.0,5,5,5,3.0,5.0,4.4146825396825395,504,5.0,0.79,0.225,6201088,40,Book - Dermatology atlas for skin of color (Jackson-Richards 2014)_Lichen planus (4).png,,,,7.0,,4.12,2.0,1.12,,,,31.0,,19.69,,['5']
48d4aca53a4352fe1fa1b97b2315a3f1.jpg,Book - Clinical dermatology (Habif 2010),5.0,6,5,6,5.0,5.0,4.419540229885057,522,5.0,0.674,0.326,6201486,43,Book - Clinical dermatology (Habif 2010)_Extensive erythema and crusting with secondarily infected atopic dermatitis of the face.png,,,,7.0,,4.22,,,2.0,1.12,5.0,29.0,3.28,17.83,,['5']
d3b89c778b7db849218978c31428b69e.jpg,Book - Taylor and Kellys Dermatology for Skin of Color (Taylor 2016),5.0,6,6,6,6.0,6.0,5.431279620853081,422,6.0,0.974,0.976,6201411,41,Book - Taylor and Kellys Dermatology for Skin of Color (Taylor 2016)_Hypertrophic lichen planus (2).jpg,,,,40.0,,24.65,,,,,,1.0,,0.66,,['6']
87971d31e4daaaf4a01bfa98e7789930.jpg,Book - Clinical dermatology (Habif 2010),2.0,2,2,4,1.0,2.0,1.7984344422700587,511,2.0,0.629,0.4,6201403,20,Book - Clinical dermatology (Habif 2010)_Lichen planus (19).png,5.0,2.87,12.0,,7.89,,1.0,0.7,1.0,0.56,1.0,,0.52,,,['2']
a707e2a4101ff43c79b91ffb607d2e60.jpg,Book - Andrews Diseases of the Skin (James 2020),3.0,3,4,3,5.0,4.0,3.3500967117988396,517,4.0,0.687,0.783,6201000,23,Book - Andrews Diseases of the Skin (James 2020)_Follicular lichen planus.png,,,,,,,,,5.0,3.37,16.0,2.0,10.16,1.25,,['4']
8d20221a71e85a15a2e3d1c4e5ed7d70.jpg,Book - Taylor and Kellys Dermatology for Skin of Color (Taylor 2016),5.0,5,5,5,5.0,6.0,5.029038112522686,551,5.0,0.492,0.513,6201328,39,Book - Taylor and Kellys Dermatology for Skin of Color (Taylor 2016)_Lichen planus (3).jpg,,,,16.0,,9.75,,,1.0,0.56,3.0,19.0,1.68,11.62,,['5']
e165e8efb7b33bee294e7727eaac4f6d.jpg,Book - Dermatology atlas for skin of color (Jackson-Richards 2014),5.0,5,5,6,5.0,6.0,5.205445544554456,404,6.0,0.884,0.882,6201258,34,Book - Dermatology atlas for skin of color (Jackson-Richards 2014)_secondary syphilis (1).png,,,,30.0,,18.68,,,,,,4.0,,2.46,,['6']
0fbd5dcec40a0819e667273a4390fa65.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),6.0,6,6,6,6.0,6.0,5.318702290076335,524,6.0,0.99,0.011,6201462,92,Book - Rooks textbook of dermatology (Griffiths 2016)_Condylomata lata of secondary syphilis- perianal (2).jpg,,,,91.0,,56.77,,,,,,1.0,,0.58,,['6']
5ec549b28d9eb6996e11a27affc2a5f6.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),3.0,3,3,2,2.0,2.0,2.0334928229665072,418,2.0,0.529,0.933,6201267,15,Book - Fitzpatricks dermatology in general medicine (Wolff 2008)_atopic dermatitis- before.png,6.0,3.71,8.0,,4.85,,,,1.0,0.6,,,,,,['2']
dca53b04a8a5a5cd139db39a9287dd1e.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),3.0,3,2,2,3.0,3.0,2.7850799289520425,563,3.0,0.741,0.267,6201302,15,Book - Fitzpatricks dermatology in general medicine (Wolff 2008)_lichen planus (2).png,2.0,1.16,2.0,,1.38,,,,11.0,7.27,,,,,,['3']
82ccee8dbbe2a334dfe8893b99ee55d7.jpg,Book - Clinical dermatology (Habif 2010),4.0,4,5,3,1.0,5.0,3.3520408163265305,392,4.0,0.295,0.719,6201488,32,Book - Clinical dermatology (Habif 2010)_Generalized lichen planus.png,2.0,1.07,2.0,6.0,1.14,3.82,,,6.0,3.57,9.0,7.0,5.77,4.2,,['4']
8fbea2dc8c4766ea2e9eddb0353e347f.jpg,Book - Dermatology (Bolognia 2018),5.0,6,6,6,6.0,5.0,4.160680529300567,529,5.0,0.403,0.615,6201253,39,Book - Dermatology (Bolognia 2018)_Follicular accentuation of pityriasis rosea in darkly pigmented skin.jpg,,,4.0,8.0,2.49,4.81,,,5.0,2.84,7.0,15.0,3.97,9.51,,['5']
15339f00570893552989b47714614e75.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),2.0,2,2,1,3.0,2.0,1.7267657992565055,538,1.0,0.554,0.6,6201337,20,Book - Fitzpatricks dermatology in general medicine (Wolff 2008)_juvenile pityriasis rubra pilaris (2).png,11.0,6.51,8.0,,4.69,,,,1.0,0.56,,,,,,['1']
716de94e936237ec11ad4e2bfe577c8a.jpg,Book - Andrews Diseases of the Skin (James 2020),5.0,5,5,5,2.0,5.0,5.081996434937611,561,5.0,0.598,0.412,6200994,34,Book - Andrews Diseases of the Skin (James 2020)_Secondary syphilis (2).png,,,,14.0,,8.51,,,,,,20.0,,12.65,,['5']
3edd74df2dbc1513d271b01186c245b5.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),3.0,4,2,3,4.0,4.0,3.1680960548885078,583,3.0,0.687,0.333,6201300,15,Book - Rooks textbook of dermatology (Griffiths 2016)_Perianal lichen planus.jpg,,,,,,,1.0,0.66,10.0,6.64,3.0,1.0,1.79,0.58,,['3']
542944cb9298985511a5f1c1d0b3005f.jpg,Book - Clinical dermatology (Habif 2010),5.0,6,6,6,5.0,6.0,5.398081534772182,417,6.0,0.724,0.796,6201248,54,Book - Clinical dermatology (Habif 2010)_Secondary syphilis (9).png,,,,39.0,,23.62,1.0,0.61,1.0,0.5,2.0,11.0,1.26,6.65,,['6']
aa8ad84a35c689727b808abdbb664fbd.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),3.0,3,3,3,2.0,2.0,2.3819444444444446,432,3.0,0.562,0.45,6201358,20,Book - Rooks textbook of dermatology (Griffiths 2016)_Facial erythema in dermatomyositis.jpg,,,9.0,,5.47,,,,11.0,7.03,,,,,,['3']
0fa125c888d5284f685c9a35523dd21e.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),4.0,5,5,4,5.0,3.0,2.5945945945945947,407,2.0,0.427,0.92,6201451,25,Book - Fitzpatricks Dermatology (Kang 2019)_Secondary syphilis lesions (4).png,6.0,3.66,11.0,,6.33,,1.0,0.52,5.0,2.91,2.0,,1.42,,,['2']
448abbea9a181b172619e1c8b35a0ebf.jpg,Book - Clinical dermatology (Habif 2010),3.0,3,3,2,3.0,2.0,2.269047619047619,420,2.0,0.436,0.667,6201064,21,Book - Clinical dermatology (Habif 2010)_Atopic dermatitis.png,3.0,1.81,9.0,,5.42,,,,7.0,4.13,2.0,,1.08,,,['2']
66aadffff352646fb453a61a86cdc310.jpg,Book - Clinical dermatology (Habif 2010),3.0,4,2,3,3.0,2.0,2.118387909319899,397,3.0,0.445,0.562,6201028,16,Book - Clinical dermatology (Habif 2010)_Lichen planus (16).png,,,6.0,,3.62,,1.0,0.54,7.0,4.24,1.0,1.0,0.52,0.6,,['3']
8e294b5b1b64b6250fcd4c2c3c2dcc62.jpg,Book - Dermatology (Bolognia 2018),6.0,6,6,6,6.0,6.0,5.083333333333333,528,6.0,0.987,0.014,6201155,74,Book - Dermatology (Bolognia 2018)_Postinflammatory pigmentary alteration in atopic dermatitis.jpg,,,1.0,73.0,0.62,45.98,,,,,,,,,,['6']
f25175a5be41f7d97a7b8fe51a1e0222.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),2.0,2,2,2,2.0,2.0,2.236162361623616,542,2.0,0.658,0.357,6201455,14,Book - Fitzpatricks dermatology in general medicine (Wolff 2008)_lichen planus pemphigoides.png,3.0,1.64,9.0,,5.53,,,,1.0,0.71,,1.0,,0.52,,['2']
78713a7789e28647eb16eeff946fa394.jpg,Book - Clinical dermatology (Habif 2010),1.0,1,2,1,2.0,1.0,1.7718978102189782,548,1.0,0.831,0.158,6201489,19,Book - Clinical dermatology (Habif 2010)_Atopic dermatitis - infant (4).png,16.0,9.33,3.0,,1.9,,,,,,,,,,,['1']
fbfd88e259762169804daa8f73c37ad5.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),2.0,2,2,2,2.0,2.0,1.7669039145907472,562,1.0,0.653,0.722,6201172,18,Book - Fitzpatricks dermatology in general medicine (Wolff 2008)_double herald patch of pityriasis rosea.png,12.0,7.49,5.0,,3.33,,,,1.0,0.65,,,,,,['1']
74d404bb91fabb241d0130297edf670d.jpg,Book - Dermatology atlas for skin of color (Jackson-Richards 2014),4.0,4,5,4,5.0,5.0,4.507317073170731,410,5.0,0.788,0.792,6201153,24,Book - Dermatology atlas for skin of color (Jackson-Richards 2014)_Lichen planus (5).png,,,,,,,,,,,5.0,19.0,3.15,11.73,,['5']
34399bb4ab50d89705344aa006642bf8.jpg,Book - Fitzpatricks Dermatology (Kang 2019),2.0,2,1,2,5.0,2.0,1.8888888888888888,531,-1.0,0.859,1.0,6201305,13,Book - Fitzpatricks Dermatology (Kang 2019)_Follicular lichen planus.png,1.0,0.5,,,,,11.0,6.58,1.0,0.58,,,,,,['none']
bf63381355a5a8583e552a0613ec1817.jpg,Book - Fitzpatricks Dermatology (Kang 2019),2.0,2,2,1,6.0,2.0,1.7794392523364486,535,1.0,0.656,0.667,6201231,12,Book - Fitzpatricks Dermatology (Kang 2019)_Pityriasis rubra pilaris.png,8.0,4.74,4.0,,2.49,,,,,,,,,,,['1']
813ecfefaa195f07d885f9d3e6b55ea4.jpg,Book - Dermatology (Bolognia 2018),4.0,2,3,5,4.0,4.0,3.5412186379928317,558,4.0,0.384,0.636,6201210,33,Book - Dermatology (Bolognia 2018)_PUVA treatment for cutaneous T-cell lymphoma (mycosis fungoides).png,1.0,0.56,2.0,1.0,1.17,0.6,6.0,3.63,3.0,1.86,12.0,8.0,7.83,4.76,,['4']
42f74433ef453510c1350d6532ceac8f.jpg,Book - Clinical dermatology (Habif 2010),4.0,4,2,3,2.0,2.0,2.0262529832935563,419,1.0,0.523,1.0,6201456,32,Book - Clinical dermatology (Habif 2010)_Atopic dermatitis (25).png,17.0,10.06,11.0,,6.82,,1.0,0.68,3.0,1.68,,,,,,['1']
66bfcc9e827104bd1916bee8d9894045.jpg,Book - Dermatology (Bolognia 2018),2.0,3,3,3,2.0,2.0,1.9416809605488852,583,2.0,0.565,0.444,6201184,18,Book - Dermatology (Bolognia 2018)_Regional variants of atopic dermatitis.png,5.0,3.08,10.0,,6.17,,,,3.0,1.67,,,,,,['2']
2a54572edb0c2fd5ae555b992882a598.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),3.0,2,3,2,3.0,2.0,2.0993071593533488,433,2.0,0.431,0.625,6201383,16,Book - Fitzpatricks dermatology in general medicine (Wolff 2008)_lichen planus.png,2.0,1.1,7.0,,4.46,,1.0,0.68,6.0,4.1,,,,,,['2']
0e416f432104c6b77605de8cb35fcf73.jpg,Book - Fitzpatricks Dermatology (Kang 2019),3.0,3,4,3,5.0,2.0,2.366093366093366,407,2.0,0.497,0.917,6201223,12,Book - Fitzpatricks Dermatology (Kang 2019)_Pityriasis rosea.png,3.0,2.02,6.0,,3.82,,,,1.0,0.62,1.0,1.0,0.54,0.68,,['2']
c3ebca021a6c426553c91246d06d9f60.jpg,Book - Dermatology atlas for skin of color (Jackson-Richards 2014),5.0,5,5,5,5.0,5.0,4.461240310077519,516,5.0,0.557,0.421,6201373,19,Book - Dermatology atlas for skin of color (Jackson-Richards 2014)_Multiple scaly papules due to secondary syphilis.png,,,,7.0,,4.64,,,,,1.0,11.0,0.66,6.66,,['5']
f0dac809e28505a894db76e419a800cc.jpg,Book - Dermatology (Bolognia 2018),3.0,3,3,3,4.0,3.0,2.6678765880217785,551,3.0,0.557,0.45,6201154,20,Book - Dermatology (Bolognia 2018)_Pityriasis rosea.png,1.0,0.64,4.0,,2.27,,,,11.0,6.91,4.0,,2.58,,,['3']
0b330f5a4d43a32b81bfef0ff3bf5976.jpg,Book - Taylor and Kellys Dermatology for Skin of Color (Taylor 2016),3.0,2,2,2,3.0,3.0,2.2113636363636364,440,3.0,0.644,0.375,6201357,16,Book - Taylor and Kellys Dermatology for Skin of Color (Taylor 2016)_pityriasis rosea lesion (2).jpg,1.0,0.52,5.0,,3.22,,,,10.0,6.77,,,,,,['3']
061d69c8137926ea71fae35a03c37d43.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),2.0,3,1,2,2.0,2.0,2.025089605734767,558,1.0,0.442,0.692,6201262,13,Book - Rooks textbook of dermatology (Griffiths 2016)_reticulate lichen planus on the lower lip.jpg,6.0,3.68,4.0,,2.64,,1.0,0.7,2.0,1.3,,,,,,['1']
84502a84f45cc7428c1d2dea28e2ad8e.jpg,Book - Andrews Diseases of the Skin (James 2020),2.0,4,2,2,2.0,2.0,2.3869731800766285,522,2.0,0.629,0.375,6201004,16,Book - Andrews Diseases of the Skin (James 2020)_Annular lichen planus (3).png,2.0,1.2,10.0,,6.46,,,,3.0,1.94,1.0,,0.67,,,['2']
06cb44de0727986d92f1fb0b6785fc6b.jpg,Book - Andrews Diseases of the Skin (James 2020),2.0,3,2,1,1.0,1.0,1.4345794392523366,428,1.0,0.824,0.824,6201070,17,Book - Andrews Diseases of the Skin (James 2020)_dermatomyositis (12).png,14.0,8.8,3.0,,1.88,,,,,,,,,,,['1']
5a68afef1a48194f7551dca936ebf256.jpg,Book - Dermatology (Bolognia 2018),3.0,2,-1,2,2.0,1.0,1.8421052631578947,437,3.0,0.54,0.5,6201209,2,Book - Dermatology (Bolognia 2018)_Dermoscopic pattern of lichen planus.png,,,,,,,1.0,0.58,1.0,0.68,,,,,['Is this even appropriate to train the AI on? It’s 2 images and can we be certain that it’s the same individual in both?'],['3']
17cb27cf89880d58f43215dad275311e.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),4.0,5,-1,4,6.0,5.0,3.449771689497717,438,-1.0,0.9,0.952,6201370,21,Book - Rooks textbook of dermatology (Griffiths 2016)_Oral lesions of secondary syphilis (1).jpg,,,,,,,19.0,11.83,,,1.0,1.0,0.7,0.62,,['none']
5a48eb51dad4e036ab57897521f02da5.jpg,Book - Dermatology atlas for skin of color (Jackson-Richards 2014),5.0,5,5,5,5.0,4.0,4.0290102389078495,586,5.0,0.449,0.552,6201202,29,Book - Dermatology atlas for skin of color (Jackson-Richards 2014)_Secondary syphilis.png,1.0,0.58,,4.0,,2.57,1.0,0.56,4.0,2.33,6.0,13.0,3.53,7.8,,['5']
4e280ae477034c5d3a2cb2b0d5cead5d.jpg,Book - Dermatology (Bolognia 2018),5.0,6,6,5,5.0,6.0,5.408415841584159,404,6.0,0.667,0.68,6201094,50,Book - Dermatology (Bolognia 2018)_Lichen planus with postinflammatory hyperpigmentation 2.png,,,,33.0,,20.44,,,,,1.0,16.0,0.61,9.6,,['6']
88684896f9bb01d98806871e990c0539.jpg,Book - Dermatology (Bolognia 2018),2.0,2,2,2,3.0,2.0,2.0424354243542435,542,1.0,0.663,0.667,6201142,24,Book - Dermatology (Bolognia 2018)_Severe atopic dermatitis.jpg,16.0,9.77,8.0,,4.96,,,,,,,,,,,['1']
f031f584bf717483d40a46572df15926.jpg,Book - Dermatology (Bolognia 2018),3.0,2,2,2,3.0,2.0,2.1283783783783785,444,1.0,0.431,0.833,6201250,12,Book - Dermatology (Bolognia 2018)_Atopic dermatitis variants 3.png,5.0,2.92,5.0,,3.08,,,,2.0,1.14,,,,,,['1']
dcb3c6c6281c389eaafc0ec0c19511c3.jpg,Book - Clinical dermatology (Habif 2010),4.0,4,5,5,5.0,5.0,4.304347826086956,414,5.0,0.604,0.769,6201419,13,Book - Clinical dermatology (Habif 2010)_Lichen planus - localized lesisons (1).png,,,,2.0,,1.28,,,,,3.0,8.0,2.02,5.03,,['5']
0a3085353619772f87de42b416b23bff.jpg,Book - Clinical dermatology (Habif 2010),3.0,2,2,2,1.0,1.0,1.7149532710280373,428,1.0,0.457,0.905,6201083,21,Book - Clinical dermatology (Habif 2010)_Atopic dermatitis (11).png,10.0,5.78,9.0,,5.62,,,,2.0,1.24,,,,,,['1']
81ce4e93b977c21fd74996cf146d5511.jpg,Book - Dermatology (Bolognia 2018),2.0,2,2,1,2.0,2.0,1.8449304174950298,503,1.0,0.552,0.688,6201255,16,Book - Dermatology (Bolognia 2018)_Lichen planus (2).png,9.0,5.28,5.0,,3.06,,1.0,0.55,1.0,0.68,,,,,,['1']
b97351a4b86f12000cfdd161c6da121c.jpg,Book - Dermatology (Bolognia 2018),2.0,3,2,2,5.0,2.0,2.0704225352112675,568,-1.0,0.375,0.722,6201252,18,Book - Dermatology (Bolognia 2018)_Orogenital lesions of secondary syphilis (1).png,4.0,2.4,5.0,,3.5,,7.0,4.24,1.0,0.5,1.0,,0.66,,,['none']
616579c2464b5abcaa84dbdd015547b9.jpg,Book - Fitzpatricks Dermatology (Kang 2019),2.0,2,2,1,1.0,2.0,1.7327102803738317,535,1.0,0.802,0.8,6201207,20,Book - Fitzpatricks Dermatology (Kang 2019)_Pityriasis rosea (2).png,16.0,10.06,4.0,,2.48,,,,,,,,,,,['1']
ae90dba4550e1e5b48354bdf62db71cc.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),3.0,3,2,2,2.0,2.0,2.183848797250859,582,2.0,0.382,0.636,6201271,22,Book - Rooks textbook of dermatology (Griffiths 2016)_Nail pterygium due to lichen planus.jpg,3.0,1.74,8.0,,4.72,,2.0,1.18,8.0,5.06,1.0,,0.56,,,['2']
8e2a7b3ac024ee147f41e55806f2dda5.jpg,Book - Clinical dermatology (Habif 2010),3.0,2,2,2,2.0,2.0,2.1580135440180586,443,2.0,0.445,0.875,6201389,16,Book - Clinical dermatology (Habif 2010)_Lichen planus (17).png,7.0,4.3,7.0,,4.08,,,,2.0,1.28,,,,,,['2']
549b44e55128364970b5c5b4bbfd2033.jpg,Book - Clinical dermatology (Habif 2010),2.0,3,2,2,2.0,2.0,2.3830570902394106,543,1.0,0.578,0.632,6201247,19,Book - Clinical dermatology (Habif 2010)_Pityriasis rosea (7).png,11.0,7.33,7.0,,4.6,,,,1.0,0.76,,,,,,['1']
356ce628ae66a5d736ffa7c945c3d410.jpg,Book - Dermatology (Bolognia 2018),5.0,5,6,4,5.0,5.0,3.6947935368043088,557,6.0,0.642,0.729,6201090,48,Book - Dermatology (Bolognia 2018)_Secondary syphilis (3).png,,,,31.0,,18.97,2.0,1.18,1.0,0.58,1.0,13.0,0.68,8.12,,['6']
0e4add6a4b2f7ffcf0abdb152e12793f.jpg,Book - Dermatology (Bolognia 2018),1.0,1,1,1,2.0,1.0,1.4782608695652173,506,1.0,0.694,0.333,6201169,18,Book - Dermatology (Bolognia 2018)_Infantile atopic dermatitis on the face 2.png,12.0,7.46,4.0,,2.19,,,,2.0,1.1,,,,,,['1']
50babb5850658e8b4230157fe0f070ac.jpg,Book - Andrews Diseases of the Skin (James 2020),2.0,3,2,1,1.0,1.0,1.5833333333333333,528,1.0,0.807,0.778,6201446,9,Book - Andrews Diseases of the Skin (James 2020)_Dermatomyositis (2).png,7.0,4.67,2.0,,1.12,,,,,,,,,,,['1']
dc468dc7068fa8c1a5a51c96a0f306b4.jpg,Book - Fitzpatricks Dermatology (Kang 2019),3.0,2,2,2,4.0,2.0,1.8,420,-1.0,1.0,1.0,6201289,18,Book - Fitzpatricks Dermatology (Kang 2019)_Mucosal lichen planus.png,,,,,,,18.0,11.07,,,,,,,,['none']
471be8c94b5b1d8d610ad91c208ce4af.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),6.0,6,6,6,5.0,6.0,5.600746268656716,536,6.0,0.987,0.013,6201402,79,Book - Rooks textbook of dermatology (Griffiths 2016)_Secondary syphilis showing psoriasiform lesions of the palms.jpg,,,,78.0,,49.23,,,,,1.0,,0.64,,,['6']
1bcc1453a2078c6246fb9b0c1bf9a808.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),-1.0,2,2,2,5.0,2.0,1.979498861047836,439,-1.0,0.944,0.059,6201027,34,Book - Fitzpatricks dermatology in general medicine (Wolff 2008)_mucosal lichen planus.jpg,1.0,0.56,,,,,32.0,19.07,1.0,0.58,,,,,,['none']
45f53afa93787d4bf01784efff585009.jpg,Book - Fitzpatricks Dermatology (Kang 2019),3.0,2,2,2,2.0,2.0,2.169620253164557,395,2.0,0.583,0.882,6201206,17,Book - Fitzpatricks Dermatology (Kang 2019)_Lichen planus and squamous cell carcinoma.png,,,10.0,,5.91,,5.0,3.06,2.0,1.16,,,,,,['2']
c0ca618a91d14da1eb111fd8d21e7212.jpg,Book - Andrews Diseases of the Skin (James 2020),1.0,2,1,1,2.0,1.0,1.503584229390681,558,1.0,0.657,0.357,6201164,14,Book - Andrews Diseases of the Skin (James 2020)_secondary syphilis (4).png,9.0,5.49,4.0,,2.37,,1.0,0.5,,,,,,,,['1']
cc63a215fb897d4e7da11573b27031ed.jpg,Book - Andrews Diseases of the Skin (James 2020),5.0,5,6,5,6.0,6.0,5.213429256594724,417,6.0,0.701,0.732,6201071,41,Book - Andrews Diseases of the Skin (James 2020)_Lichen planus (3).png,,,,28.0,,17.78,,,,,2.0,11.0,1.08,6.51,,['6']
f732bea19bddcc48d5aa8b68f6c3e084.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),2.0,3,2,2,2.0,2.0,2.1517857142857144,560,1.0,0.642,0.684,6201339,19,Book - Rooks textbook of dermatology (Griffiths 2016)_Annular lichen planus.jpg,12.0,7.5,6.0,,3.67,,,,1.0,0.51,,,,,,['1']
9e4ebbb7fc81f6c8f157b11a8bbc563f.jpg,Book - Fitzpatricks Dermatology (Kang 2019),3.0,2,2,2,3.0,2.0,2.292364990689013,537,2.0,0.649,0.857,6201042,14,Book - Fitzpatricks Dermatology (Kang 2019)_Lichen planus (4).png,3.0,1.69,9.0,,5.28,,,,2.0,1.16,,,,,,['2']
a567df706036fd74c20e23a5d776a731.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),3.0,3,2,2,5.0,2.0,2.3703703703703702,432,2.0,0.544,0.714,6201363,14,Book - Rooks textbook of dermatology (Griffiths 2016)_Secondary syphilis (5).jpg,2.0,1.48,8.0,,4.97,,,,4.0,2.69,,,,,,['2']
2e7897e13ea43f0589627315382acdc8.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),2.0,3,2,2,3.0,2.0,1.7896613190730837,561,-1.0,0.734,0.867,6201333,15,Book - Fitzpatricks dermatology in general medicine (Wolff 2008)_mucosal lichen planus (2).jpg,2.0,1.35,2.0,,1.27,,11.0,7.22,,,,,,,,['none']
7adb25b2d74d18fadf4610d0d5b498b5.jpg,Book - Dermatology (Bolognia 2018),3.0,4,3,3,5.0,2.0,2.1946902654867255,452,2.0,0.6,1.0,6201111,15,Book - Dermatology (Bolognia 2018)_Infantile atopic dermatitis 2.png,6.0,3.7,9.0,,5.54,,,,,,,,,,,['2']
45ee6c137d3771a374e6cfbc60b1dc7b.jpg,Book - Andrews Diseases of the Skin (James 2020),2.0,2,2,1,2.0,1.0,1.5194174757281553,412,1.0,0.878,0.867,6201050,15,Book - Andrews Diseases of the Skin (James 2020)_Pityriasis rubra pilaris (3).png,13.0,7.86,2.0,,1.09,,,,,,,,,,,['1']
ee76b97e281a4dcdfe944d934dfd1d20.jpg,Book - Clinical dermatology (Habif 2010),3.0,3,2,2,1.0,2.0,1.9635922330097086,412,2.0,0.597,0.818,6201438,22,Book - Clinical dermatology (Habif 2010)_Lichen planus of the palms.png,5.0,2.94,13.0,,8.19,,,,4.0,2.59,,,,,,['2']
863afa236ebaf7d72478f5c8ea0650ae.jpg,Book - Clinical dermatology (Habif 2010),2.0,2,2,1,2.0,2.0,1.7735507246376812,552,2.0,0.557,0.438,6201112,16,Book - Clinical dermatology (Habif 2010)_Atopic dermatitis (10).png,6.0,3.39,9.0,,5.11,,,,1.0,0.68,,,,,,['2']
7cc7ea8387f2c69944b83b49197ae89e.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),4.0,4,5,4,5.0,5.0,4.3725,400,4.0,0.588,0.433,6201361,30,Book - Fitzpatricks dermatology in general medicine (Wolff 2008)_hypertrophic lichen planus.jpg,,,,1.0,,0.51,,,6.0,3.48,17.0,6.0,10.88,3.62,,['4']
779a8e9273a073deb9a915b3399e9421.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),-1.0,1,2,1,5.0,2.0,1.3792270531400965,414,-1.0,0.915,0.087,6201434,69,Book - Rooks textbook of dermatology (Griffiths 2016)_Lichen planus on the buccal mucosa.jpg,4.0,2.39,1.0,,0.6,,63.0,38.2,1.0,0.54,,,,,,['none']
42fbe1481218284a9c7b9fe8125170b1.jpg,Book - Clinical dermatology (Habif 2010),1.0,2,2,2,3.0,1.0,1.769090909090909,550,1.0,0.94,0.062,6201475,16,Book - Clinical dermatology (Habif 2010)_Atopic dermatitis - diffuse superficial erythema and scale of the scalp.png,15.0,9.14,1.0,,0.58,,,,,,,,,,,['1']
